/root/miniconda3/envs/py311/lib/python3.11/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
[rank0]:[W419 03:45:23.568625470 ProcessGroupNCCL.cpp:5072] Guessing device ID based on global rank. This can cause a hang if rank to GPU mapping is heterogeneous. You can specify device_id in init_process_group()
DSA strategy:  color_crop_flip_scale_rotate
Save dir: ./../pretrained_models/dermamnist/dermamnist
TF32 is enabled
=> creating model convnet-3, norm: instance
Training model 1/20
Model 0 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel0_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
/root/miniconda3/envs/py311/lib/python3.11/site-packages/torch/functional.py:505: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at /pytorch/aten/src/ATen/native/TensorShape.cpp:4317.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
<Pretraining 13-th model>...[Epoch 50] Train acc: 73.3 (loss: 0.766), Val acc: 74.2, Time: 0.76 seconds
<Pretraining 13-th model>...[Epoch 51] Train acc: 72.8 (loss: 0.791), Val acc: 74.4, Time: 0.86 seconds
<Pretraining 13-th model>...[Epoch 52] Train acc: 73.1 (loss: 0.779), Val acc: 74.3, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 53] Train acc: 73.2 (loss: 0.783), Val acc: 74.1, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 54] Train acc: 72.5 (loss: 0.797), Val acc: 74.3, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 55] Train acc: 72.0 (loss: 0.798), Val acc: 74.1, Time: 0.89 seconds
<Pretraining 13-th model>...[Epoch 56] Train acc: 72.7 (loss: 0.790), Val acc: 74.3, Time: 0.87 seconds
<Pretraining 13-th model>...[Epoch 57] Train acc: 73.4 (loss: 0.773), Val acc: 74.3, Time: 0.86 seconds
<Pretraining 13-th model>...[Epoch 58] Train acc: 73.3 (loss: 0.766), Val acc: 74.4, Time: 0.66 seconds
<Pretraining 13-th model>...[Epoch 59] Train acc: 72.0 (loss: 0.804), Val acc: 74.2, Time: 0.88 seconds
Model 13 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel13_trained.pth.tar
Training model 15/20
Model 14 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel14_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 14-th model>...[Epoch  0] Train acc: 66.5 (loss: 1.118), Val acc: 66.9, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch  1] Train acc: 66.9 (loss: 1.055), Val acc: 66.8, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch  2] Train acc: 67.0 (loss: 1.020), Val acc: 68.4, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch  3] Train acc: 66.7 (loss: 1.020), Val acc: 69.9, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch  4] Train acc: 67.5 (loss: 0.972), Val acc: 66.7, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch  5] Train acc: 67.5 (loss: 0.964), Val acc: 71.4, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch  6] Train acc: 67.6 (loss: 0.961), Val acc: 69.4, Time: 0.81 seconds
<Pretraining 14-th model>...[Epoch  7] Train acc: 68.0 (loss: 0.939), Val acc: 70.6, Time: 0.69 seconds
<Pretraining 14-th model>...[Epoch  8] Train acc: 68.0 (loss: 0.955), Val acc: 70.5, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch  9] Train acc: 68.3 (loss: 0.936), Val acc: 71.4, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 10] Train acc: 68.5 (loss: 0.932), Val acc: 72.7, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 11] Train acc: 68.9 (loss: 0.913), Val acc: 71.8, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 12] Train acc: 69.3 (loss: 0.918), Val acc: 72.4, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 13] Train acc: 68.8 (loss: 0.919), Val acc: 72.1, Time: 0.91 seconds
<Pretraining 14-th model>...[Epoch 14] Train acc: 68.5 (loss: 0.931), Val acc: 72.6, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 15] Train acc: 69.0 (loss: 0.916), Val acc: 72.3, Time: 0.65 seconds
<Pretraining 14-th model>...[Epoch 16] Train acc: 68.9 (loss: 0.917), Val acc: 71.8, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 17] Train acc: 69.5 (loss: 0.891), Val acc: 72.2, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 18] Train acc: 69.3 (loss: 0.894), Val acc: 71.7, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 19] Train acc: 69.3 (loss: 0.900), Val acc: 72.5, Time: 0.90 seconds
<Pretraining 14-th model>...[Epoch 20] Train acc: 69.0 (loss: 0.892), Val acc: 73.4, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 21] Train acc: 69.3 (loss: 0.891), Val acc: 73.3, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 22] Train acc: 69.6 (loss: 0.881), Val acc: 72.7, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 23] Train acc: 69.1 (loss: 0.901), Val acc: 72.2, Time: 0.85 seconds
<Pretraining 14-th model>...[Epoch 24] Train acc: 69.6 (loss: 0.867), Val acc: 72.3, Time: 0.68 seconds
<Pretraining 14-th model>...[Epoch 25] Train acc: 69.4 (loss: 0.892), Val acc: 72.0, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 26] Train acc: 70.3 (loss: 0.873), Val acc: 71.8, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 27] Train acc: 70.0 (loss: 0.872), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 28] Train acc: 70.5 (loss: 0.854), Val acc: 73.5, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 29] Train acc: 69.7 (loss: 0.893), Val acc: 73.4, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 30] Train acc: 70.1 (loss: 0.864), Val acc: 73.6, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 31] Train acc: 70.7 (loss: 0.870), Val acc: 73.0, Time: 0.90 seconds
<Pretraining 14-th model>...[Epoch 32] Train acc: 70.4 (loss: 0.868), Val acc: 73.2, Time: 0.64 seconds
<Pretraining 14-th model>...[Epoch 33] Train acc: 70.3 (loss: 0.865), Val acc: 72.7, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 34] Train acc: 71.0 (loss: 0.850), Val acc: 74.0, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 35] Train acc: 71.2 (loss: 0.843), Val acc: 75.2, Time: 0.90 seconds
<Pretraining 14-th model>...[Epoch 36] Train acc: 70.6 (loss: 0.857), Val acc: 73.8, Time: 0.90 seconds
<Pretraining 14-th model>...[Epoch 37] Train acc: 70.2 (loss: 0.858), Val acc: 73.3, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 38] Train acc: 71.7 (loss: 0.836), Val acc: 74.9, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 39] Train acc: 71.3 (loss: 0.833), Val acc: 73.3, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 40] Train acc: 71.4 (loss: 0.830), Val acc: 74.0, Time: 0.83 seconds
<Pretraining 14-th model>...[Epoch 41] Train acc: 72.0 (loss: 0.811), Val acc: 74.8, Time: 0.68 seconds
<Pretraining 14-th model>...[Epoch 42] Train acc: 70.7 (loss: 0.839), Val acc: 74.6, Time: 0.91 seconds
<Pretraining 14-th model>...[Epoch 43] Train acc: 72.6 (loss: 0.802), Val acc: 74.0, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 44] Train acc: 72.9 (loss: 0.800), Val acc: 74.1, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 45] Train acc: 72.7 (loss: 0.802), Val acc: 74.6, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 46] Train acc: 72.4 (loss: 0.811), Val acc: 74.5, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 47] Train acc: 72.3 (loss: 0.811), Val acc: 74.5, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 48] Train acc: 72.8 (loss: 0.793), Val acc: 74.7, Time: 0.91 seconds
<Pretraining 14-th model>...[Epoch 49] Train acc: 72.4 (loss: 0.808), Val acc: 74.7, Time: 0.67 seconds
<Pretraining 14-th model>...[Epoch 50] Train acc: 72.8 (loss: 0.798), Val acc: 74.5, Time: 0.80 seconds
<Pretraining 14-th model>...[Epoch 51] Train acc: 72.7 (loss: 0.802), Val acc: 74.6, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 52] Train acc: 72.8 (loss: 0.793), Val acc: 74.4, Time: 0.87 seconds
<Pretraining 14-th model>...[Epoch 53] Train acc: 73.4 (loss: 0.783), Val acc: 74.5, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 54] Train acc: 72.8 (loss: 0.783), Val acc: 74.3, Time: 0.89 seconds
<Pretraining 14-th model>...[Epoch 55] Train acc: 73.6 (loss: 0.769), Val acc: 74.5, Time: 0.85 seconds
<Pretraining 14-th model>...[Epoch 56] Train acc: 73.3 (loss: 0.779), Val acc: 74.6, Time: 0.88 seconds
<Pretraining 14-th model>...[Epoch 57] Train acc: 73.4 (loss: 0.764), Val acc: 74.6, Time: 0.86 seconds
<Pretraining 14-th model>...[Epoch 58] Train acc: 73.6 (loss: 0.771), Val acc: 74.4, Time: 0.64 seconds
<Pretraining 14-th model>...[Epoch 59] Train acc: 73.9 (loss: 0.770), Val acc: 74.6, Time: 0.89 seconds
Model 14 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel14_trained.pth.tar
Training model 16/20
Model 15 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel15_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 15-th model>...[Epoch  0] Train acc: 66.2 (loss: 1.116), Val acc: 67.0, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch  1] Train acc: 67.1 (loss: 1.045), Val acc: 64.0, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch  2] Train acc: 66.8 (loss: 1.019), Val acc: 68.1, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch  3] Train acc: 67.2 (loss: 1.005), Val acc: 68.8, Time: 0.89 seconds
<Pretraining 15-th model>...[Epoch  4] Train acc: 67.1 (loss: 0.990), Val acc: 68.6, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch  5] Train acc: 67.6 (loss: 0.965), Val acc: 70.7, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch  6] Train acc: 67.8 (loss: 0.954), Val acc: 69.9, Time: 0.74 seconds
<Pretraining 15-th model>...[Epoch  7] Train acc: 68.0 (loss: 0.953), Val acc: 70.2, Time: 0.77 seconds
<Pretraining 15-th model>...[Epoch  8] Train acc: 68.0 (loss: 0.965), Val acc: 69.1, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch  9] Train acc: 68.2 (loss: 0.943), Val acc: 70.6, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 10] Train acc: 68.2 (loss: 0.936), Val acc: 73.2, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 11] Train acc: 68.8 (loss: 0.907), Val acc: 72.1, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 12] Train acc: 68.0 (loss: 0.929), Val acc: 72.7, Time: 0.89 seconds
<Pretraining 15-th model>...[Epoch 13] Train acc: 69.0 (loss: 0.901), Val acc: 72.8, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 14] Train acc: 69.1 (loss: 0.901), Val acc: 70.6, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 15] Train acc: 69.3 (loss: 0.903), Val acc: 71.0, Time: 0.63 seconds
<Pretraining 15-th model>...[Epoch 16] Train acc: 69.1 (loss: 0.909), Val acc: 72.2, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 17] Train acc: 69.0 (loss: 0.901), Val acc: 71.0, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 18] Train acc: 68.6 (loss: 0.911), Val acc: 71.7, Time: 0.90 seconds
<Pretraining 15-th model>...[Epoch 19] Train acc: 69.3 (loss: 0.893), Val acc: 72.0, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 20] Train acc: 69.6 (loss: 0.887), Val acc: 73.1, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 21] Train acc: 70.3 (loss: 0.874), Val acc: 72.7, Time: 0.89 seconds
<Pretraining 15-th model>...[Epoch 22] Train acc: 69.7 (loss: 0.892), Val acc: 71.6, Time: 0.89 seconds
<Pretraining 15-th model>...[Epoch 23] Train acc: 69.6 (loss: 0.882), Val acc: 72.3, Time: 0.80 seconds
<Pretraining 15-th model>...[Epoch 24] Train acc: 69.8 (loss: 0.880), Val acc: 73.0, Time: 0.69 seconds
<Pretraining 15-th model>...[Epoch 25] Train acc: 70.0 (loss: 0.874), Val acc: 71.7, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 26] Train acc: 69.9 (loss: 0.882), Val acc: 70.6, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 27] Train acc: 69.8 (loss: 0.873), Val acc: 72.8, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 28] Train acc: 70.2 (loss: 0.863), Val acc: 72.0, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 29] Train acc: 69.3 (loss: 0.885), Val acc: 72.5, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 30] Train acc: 70.8 (loss: 0.848), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 31] Train acc: 70.7 (loss: 0.863), Val acc: 73.8, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 32] Train acc: 70.3 (loss: 0.870), Val acc: 73.5, Time: 0.63 seconds
<Pretraining 15-th model>...[Epoch 33] Train acc: 71.3 (loss: 0.835), Val acc: 72.8, Time: 0.83 seconds
<Pretraining 15-th model>...[Epoch 34] Train acc: 70.6 (loss: 0.855), Val acc: 72.1, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 35] Train acc: 71.1 (loss: 0.839), Val acc: 74.7, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 36] Train acc: 70.5 (loss: 0.873), Val acc: 73.7, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 37] Train acc: 70.8 (loss: 0.845), Val acc: 73.3, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 38] Train acc: 70.5 (loss: 0.862), Val acc: 74.0, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 39] Train acc: 71.2 (loss: 0.846), Val acc: 73.1, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 40] Train acc: 70.6 (loss: 0.852), Val acc: 74.0, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 41] Train acc: 71.6 (loss: 0.809), Val acc: 74.3, Time: 0.63 seconds
<Pretraining 15-th model>...[Epoch 42] Train acc: 71.8 (loss: 0.802), Val acc: 74.2, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 43] Train acc: 72.1 (loss: 0.812), Val acc: 73.9, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 44] Train acc: 72.4 (loss: 0.806), Val acc: 74.4, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 45] Train acc: 73.1 (loss: 0.784), Val acc: 74.3, Time: 0.85 seconds
<Pretraining 15-th model>...[Epoch 46] Train acc: 71.7 (loss: 0.822), Val acc: 73.7, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 47] Train acc: 72.7 (loss: 0.793), Val acc: 74.4, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 48] Train acc: 72.2 (loss: 0.812), Val acc: 74.4, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 49] Train acc: 73.0 (loss: 0.786), Val acc: 74.2, Time: 0.80 seconds
<Pretraining 15-th model>...[Epoch 50] Train acc: 73.1 (loss: 0.784), Val acc: 74.4, Time: 0.69 seconds
<Pretraining 15-th model>...[Epoch 51] Train acc: 73.0 (loss: 0.789), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 52] Train acc: 72.7 (loss: 0.806), Val acc: 74.4, Time: 0.89 seconds
<Pretraining 15-th model>...[Epoch 53] Train acc: 73.1 (loss: 0.786), Val acc: 74.1, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 54] Train acc: 73.2 (loss: 0.778), Val acc: 74.2, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 55] Train acc: 73.9 (loss: 0.756), Val acc: 74.4, Time: 0.87 seconds
<Pretraining 15-th model>...[Epoch 56] Train acc: 73.9 (loss: 0.754), Val acc: 74.3, Time: 0.86 seconds
<Pretraining 15-th model>...[Epoch 57] Train acc: 72.9 (loss: 0.782), Val acc: 74.4, Time: 0.88 seconds
<Pretraining 15-th model>...[Epoch 58] Train acc: 72.7 (loss: 0.786), Val acc: 74.6, Time: 0.69 seconds
<Pretraining 15-th model>...[Epoch 59] Train acc: 72.9 (loss: 0.787), Val acc: 74.3, Time: 0.83 seconds
Model 15 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel15_trained.pth.tar
Training model 17/20
Model 16 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel16_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 16-th model>...[Epoch  0] Train acc: 65.9 (loss: 1.130), Val acc: 66.9, Time: 0.90 seconds
<Pretraining 16-th model>...[Epoch  1] Train acc: 67.0 (loss: 1.042), Val acc: 68.7, Time: 0.90 seconds
<Pretraining 16-th model>...[Epoch  2] Train acc: 66.9 (loss: 1.013), Val acc: 69.4, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch  3] Train acc: 67.2 (loss: 1.004), Val acc: 69.8, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch  4] Train acc: 67.1 (loss: 0.990), Val acc: 68.4, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch  5] Train acc: 66.9 (loss: 0.981), Val acc: 70.0, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch  6] Train acc: 67.6 (loss: 0.954), Val acc: 70.2, Time: 0.84 seconds
<Pretraining 16-th model>...[Epoch  7] Train acc: 67.8 (loss: 0.946), Val acc: 70.0, Time: 0.66 seconds
<Pretraining 16-th model>...[Epoch  8] Train acc: 68.0 (loss: 0.941), Val acc: 70.5, Time: 0.91 seconds
<Pretraining 16-th model>...[Epoch  9] Train acc: 68.4 (loss: 0.934), Val acc: 71.0, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 10] Train acc: 68.4 (loss: 0.923), Val acc: 72.1, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 11] Train acc: 68.4 (loss: 0.922), Val acc: 72.6, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 12] Train acc: 69.0 (loss: 0.900), Val acc: 73.1, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch 13] Train acc: 68.7 (loss: 0.911), Val acc: 73.5, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 14] Train acc: 69.0 (loss: 0.909), Val acc: 71.6, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 15] Train acc: 69.8 (loss: 0.888), Val acc: 72.8, Time: 0.67 seconds
<Pretraining 16-th model>...[Epoch 16] Train acc: 69.4 (loss: 0.888), Val acc: 72.7, Time: 0.81 seconds
<Pretraining 16-th model>...[Epoch 17] Train acc: 69.7 (loss: 0.894), Val acc: 72.5, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 18] Train acc: 69.7 (loss: 0.881), Val acc: 70.9, Time: 0.85 seconds
<Pretraining 16-th model>...[Epoch 19] Train acc: 69.6 (loss: 0.884), Val acc: 72.2, Time: 0.90 seconds
<Pretraining 16-th model>...[Epoch 20] Train acc: 70.0 (loss: 0.862), Val acc: 73.0, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 21] Train acc: 70.2 (loss: 0.861), Val acc: 72.3, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 22] Train acc: 68.8 (loss: 0.902), Val acc: 72.0, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 23] Train acc: 69.4 (loss: 0.901), Val acc: 73.0, Time: 0.86 seconds
<Pretraining 16-th model>...[Epoch 24] Train acc: 70.3 (loss: 0.849), Val acc: 73.8, Time: 0.71 seconds
<Pretraining 16-th model>...[Epoch 25] Train acc: 70.6 (loss: 0.859), Val acc: 72.6, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch 26] Train acc: 70.0 (loss: 0.860), Val acc: 71.6, Time: 0.85 seconds
<Pretraining 16-th model>...[Epoch 27] Train acc: 69.5 (loss: 0.874), Val acc: 73.7, Time: 0.90 seconds
<Pretraining 16-th model>...[Epoch 28] Train acc: 70.5 (loss: 0.873), Val acc: 72.6, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 29] Train acc: 70.2 (loss: 0.865), Val acc: 72.1, Time: 0.91 seconds
<Pretraining 16-th model>...[Epoch 30] Train acc: 70.4 (loss: 0.854), Val acc: 73.5, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 31] Train acc: 71.3 (loss: 0.843), Val acc: 71.9, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 32] Train acc: 70.4 (loss: 0.878), Val acc: 73.8, Time: 0.70 seconds
<Pretraining 16-th model>...[Epoch 33] Train acc: 71.2 (loss: 0.847), Val acc: 73.0, Time: 0.77 seconds
<Pretraining 16-th model>...[Epoch 34] Train acc: 71.0 (loss: 0.840), Val acc: 72.0, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 35] Train acc: 70.9 (loss: 0.857), Val acc: 74.3, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 36] Train acc: 70.2 (loss: 0.866), Val acc: 74.7, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 37] Train acc: 71.5 (loss: 0.823), Val acc: 73.9, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 38] Train acc: 71.2 (loss: 0.850), Val acc: 73.7, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch 39] Train acc: 71.3 (loss: 0.831), Val acc: 72.8, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 40] Train acc: 71.9 (loss: 0.809), Val acc: 74.2, Time: 0.86 seconds
<Pretraining 16-th model>...[Epoch 41] Train acc: 72.2 (loss: 0.808), Val acc: 75.0, Time: 0.68 seconds
<Pretraining 16-th model>...[Epoch 42] Train acc: 71.9 (loss: 0.823), Val acc: 73.5, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 43] Train acc: 72.2 (loss: 0.795), Val acc: 75.2, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 44] Train acc: 72.4 (loss: 0.801), Val acc: 73.7, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 45] Train acc: 73.4 (loss: 0.778), Val acc: 75.4, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 46] Train acc: 73.0 (loss: 0.797), Val acc: 74.1, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 47] Train acc: 73.2 (loss: 0.791), Val acc: 74.5, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 48] Train acc: 71.9 (loss: 0.802), Val acc: 74.4, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 49] Train acc: 72.5 (loss: 0.793), Val acc: 74.2, Time: 0.76 seconds
<Pretraining 16-th model>...[Epoch 50] Train acc: 73.4 (loss: 0.785), Val acc: 74.2, Time: 0.71 seconds
<Pretraining 16-th model>...[Epoch 51] Train acc: 73.0 (loss: 0.801), Val acc: 74.4, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 52] Train acc: 72.4 (loss: 0.789), Val acc: 74.4, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch 53] Train acc: 72.6 (loss: 0.795), Val acc: 73.9, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 54] Train acc: 73.0 (loss: 0.788), Val acc: 74.5, Time: 0.88 seconds
<Pretraining 16-th model>...[Epoch 55] Train acc: 73.3 (loss: 0.788), Val acc: 74.1, Time: 0.87 seconds
<Pretraining 16-th model>...[Epoch 56] Train acc: 72.2 (loss: 0.802), Val acc: 74.4, Time: 0.91 seconds
<Pretraining 16-th model>...[Epoch 57] Train acc: 72.7 (loss: 0.791), Val acc: 74.2, Time: 0.89 seconds
<Pretraining 16-th model>...[Epoch 58] Train acc: 73.0 (loss: 0.795), Val acc: 74.0, Time: 0.65 seconds
<Pretraining 16-th model>...[Epoch 59] Train acc: 73.0 (loss: 0.783), Val acc: 73.9, Time: 0.89 seconds
Model 16 trained state saved at ./../pretrained_models/dermamnist/dermamnist/premodel16_trained.pth.tar
Training model 18/20
Model 17 initial state saved at ./../pretrained_models/dermamnist/dermamnist/premodel17_init.pth.tar
Augmentataion Matching:  color_crop_cutout
Augmentataion Net update:  color_crop
<Pretraining 17-th model>...[Epoch  0] Train acc: 66.3 (loss: 1.125), Val acc: 66.9, Time: 0.89 seconds
<Pretraining 17-th model>...[Epoch  1] Train acc: 67.0 (loss: 1.046), Val acc: 66.0, Time: 0.89 seconds
<Pretraining 17-th model>...[Epoch  2] Train acc: 67.1 (loss: 1.021), Val acc: 68.2, Time: 0.90 seconds
<Pretraining 17-th model>...[Epoch  3] Train acc: 67.1 (loss: 0.996), Val acc: 70.1, Time: 0.87 seconds
<Pretraining 17-th model>...[Epoch  4] Train acc: 67.5 (loss: 0.989), Val acc: 69.2, Time: 0.86 seconds
<Pretraining 17-th model>...[Epoch  5] Train acc: 67.3 (loss: 0.971), Val acc: 70.3, Time: 0.90 seconds
<Pretraining 17-th model>...[Epoch  6] Train acc: 67.8 (loss: 0.946), Val acc: 70.0, Time: 0.77 seconds
<Pretraining 17-th model>...[Epoch  7] Train acc: 67.4 (loss: 0.965), Val acc: 71.1, Time: 0.71 seconds
<Pretraining 17-th model>...[Epoch  8] Train acc: 68.1 (loss: 0.957), Val acc: 69.5, Time: 0.88 seconds
<Pretraining 17-th model>...[Epoch  9] Train acc: 68.6 (loss: 0.924), Val acc: 70.2, Time: 0.86 seconds
<Pretraining 17-th model>...[Epoch 10] Train acc: 68.4 (loss: 0.934), Val acc: 71.6, Time: 0.88 seconds
<Pretraining 17-th model>...[Epoch 11] Train acc: 68.6 (loss: 0.925), Val acc: 71.7, Time: 0.87 seconds
<Pretraining 17-th model>...[Epoch 12] Train acc: 69.3 (loss: 0.886), Val acc: 72.3, Time: 0.87 seconds
<Pretraining 17-th model>...[Epoch 13] Train acc: 68.5 (loss: 0.906), Val acc: 71.7, Time: 0.86 seconds
<Pretraining 17-th model>...[Epoch 14] Train acc: 69.1 (loss: 0.909), Val acc: 71.1, Time: 0.89 seconds
<Pretraining 17-th model>...[Epoch 15] Train acc: 68.5 (loss: 0.925), Val acc: 71.8, Time: 0.64 seconds
<Pretraining 17-th model>...[Epoch 16] Train acc: 69.2 (loss: 0.909), Val acc: 72.0, Time: 0.87 seconds
<Pretraining 17-th model>...[Epoch 17] Train acc: 69.6 (loss: 0.900), Val acc: 71.6, Time: 0.86 seconds
